"","StartupName","name","designation","otherInfo","education","skills","markets"
"210","origa-leasing","shrirangtambe","CEO","Founder & CEO of ORIGA Leasing 
Founder of Ourea Capital Advisors 
Founding member of Clearwater capital partners, a fund 
Chartered Accountant, CFA Level 1","Nm College Of Commerce & Economics","","Corporate Finance; Business Strategy; Communication Skills; People Management; Training; Strategic Thinker and Visionary"
"212","social-cops","varunbanka","","Co-Founder at @SocialCops , Worked at Microsoft and @Barclays Capital.","Nanyang Technological University; Nanyang University","",""
"213","social-cops","prukalpasankar","","Co-Founder @SocialCops • Worked at @Goldman Sachs, @ExxonMobil • Studied at @Nanyang University Technological University","Nanyang University","","Marketing; Microsoft Office; Entrepreneurship; Mathematica; Business Development"
"215","shoppinpal","sriramsubramanian","CEO","CEO @ShoppinPal, @BLUBOX.in. Lead Product guy at PayPal, Engineer #1 at Trustgenix -- acquired by HP. UC Berkeley MBA, Carnegie Mellon MS, COE Pune alum.","Carnegie Mellon University; UC Berkeley Haas School of Business; University of Pune","","Pune; Pune"
"217","inkmonk","isaacjohnwesley","","Co-Founder @Inkmonk • Previously worked as (Product designer @Interviewstreet), (Product designer @Walletkit)","Madras Christian College","","Bengaluru"
"219","inkmonk","suryasankar","Co Founder","Previously worked at at Amazon.com and McAfee 
Finished graduation at NIT Trichy.","National Institute Of Technology Trichy","","Python; Flask; Django; Ruby on Rails; Ruby; Java; Javascript; PHP"
"220","almabase","sriharimaneru","CEO","Founder @Almabase • Worked at @Boltell Infomedia, @Strand Life Sciences • Studied at @Natinal Institute Of Technology , Warangal","Natinal Institute Of Technology , Warangal","",""
"222","almabase","kalyanvarma","CTO","Founder @Almabase • Strong technology background • More than 3 years startup experience • Studied at NIT Warangal • Worked at @Goldman Sachs","","",""
"223","tripoto-1","michaelpargallyngdoh","Co-Founder","Co-Founder of Tripoto","Indian School of Business, Hyderabad; Delhi School Of Economics; St. Xavier's College","",""
"225","ripplehire","suchetajoshi","Tech and Customers","Co-Founder RippleHire. Prior startup experience. 11+ years experience as Project/Technical Lead in USA and India for L&T Infotech and Infosys.","","",""
"226","ripplehire","sudarsanravi","CEO, Hustler","Founder, CEO @RippleHire, Prior startup experience. 10+yrs experience using tech to transform business. Grew PS team @Deloitte to over 150. MS @Georgia Tech.","Masters, Georgia Tech","Enterprise Software; Mobile; SaaS",""
"227","ripplehire","pravinroche","Product and Design","Co-Founder RippleHire. Prior Gamification startup. 10+ years experience building multiple products at Mastek, Tech Mahindra and Gameloft.","Bachelor Of Technology, Computer Science","","Product Management; User Experience Design; Team Building; Agile Product Development; Agile Methologies; Gamification"
"228","makesurehow","parthibanraja","","Founder GeekEasier • Worked at @DeepBiz Technologies • Studied at @Anna University Chennai","Anna University Chennai","","SEO/SEM; Search Engine Optimization; CEO; Founder; Web Development; Software Engineering"
"230","simplibuy-technologies","rajeshwarijoshi","","Co-founder and CTO @SimpliBuy Technologies • Worked at @Infosys Technologies , HCL Technologies","","","Enterpreneurship; Product Development; Social Media Marketing; Team Building; People Management; Technology; Banking; Software Engineering; Database and Systems Design; Web Development; Rackspace Cloud"
"231","simplibuy-technologies","arunpurohit","","Co founder and CEO of mobile & social web product www.wicfy.com Over all 15 yrs of experience of which last 10 yrs+ in technology/product development.","BITS Pilani; National Institute of Technology, Jaipur","","Product Development; Managing Startups; User Experience Design; Social Media Marketing; Patent Writing; Leadership; Autocad; CMMI; Customer Relationship Management; Management; Manufacturing; Microsoft Project; Project Leader; Project Management; Recruiting; Scheduling; SDLC; Software; System Design; Technical Support; Training; Use Cases; Visio; Welding"
"233","tapfame","ankitranka","CEO","Co-founder at TapFame. Lead the development of Ednode, a network to connect like-minded people, and Pundit, Course search and discovery platform. MS in CS from Columbia University.","Columbia University","",""
"234","tapfame","satjotssawhney","Co-founder","Co-Founder/CEO at TapFame. Founded Buzzable (acquired by Bloodhound). Columbia BA. Front-end dev with business background.","Columbia University","","New York City; San Francisco"
"236","touchtalent","ankitprasad","","Founder & CEO @Bobble Keyboard, @TouchTalent • Mathematics & Computing @Indian Institute of Technology - Delhi • Youth Speaker @TEDx • Winner @GSEA • A Kairos Fellow","Indian Institute of Technology - Delhi","","Consumer Internet; Mobile"
"238","touchtalent","mohdwassem","","Founder @Bobble Keyboard @TouchTalent • Worked at @Deloitte Consulting, @Mercer Management Consulting • Studied at @Delhi School Of Economics","Delhi School Of Economics","",""
"240","eventifier","jazeelbadurferry","","CEO & Founder @Eventifier • Worked at @The Startup Centre","","",""
"241","eventifier","nazimzeeshan","","CTO at @Eventifier. 1st web startup out of college. Passionate about building and scaling web products.","","Django; Python; Javascript; Hadoop","Events"
"242","eventifier","mohammedsaudbakhar","","Web Product Designer / UI / UX, Co-founder of @Eventifier","","",""
"243","marianaiq","soumyadebmitra","","Founder @MARIANA • Worked at @Data Domain • Studied at @University of Illinois, Urbana, Champaign, @Indian Institute of Technology - Delhi","Indian Institute of Technology - Delhi; University of Illinois, Urbana, Champaign","",""
"244","marianaiq","venkatnagaswamy","","Founder @MARIANA, @MVent Worked at @McKinsey & Company, @Juniper Networks • Studied at @Georgia Institute of Technology, @Indian Institute of Technology - Madras","Indian Institute of Technology - Madras; Georgia Institute of Technology; University of Michigan","","San Francisco; Silicon Valley"
"246","marianaiq","abhishekkashyap","","Founder @MARIANA • Worked at @VMware, @McKinsey & Company @Pivotal • Studied at @Indian Institute of Technology - Delhi, @University of Maryland","University of Maryland, College Park; Indian Institute of Technology - Delhi","Palo Alto",""
"248","aurality","janhaviparikh","","CEO @Aurality. Product Marketing at @Yahoo. INSEAD MBA 2009. National Semiconductor Corp. MS EE University of Southern California.","University of Southern California","Business Strategy; Product Development; Product Marketing; Product Strategy","Mobile; Content Delivery; Social News; Content Discovery"
"250","aurality","janhaviparikh","","CEO @Aurality. Product Marketing at @Yahoo. INSEAD MBA 2009. National Semiconductor Corp. MS EE University of Southern California.","University of Southern California","Mobile; Content Delivery; Social News; Content Discovery",""
"251","squadrun","apurvagrawal","","Founder @SquadRun; Founding member at @91springboard; founder of @ngoFuel; head @KairosSociety India.","Vellore Institute of Technology","","Enterprise Software; Mobile; Crowdsourcing"
"253","squadrun","kanikajain","","BA LLB, Faculty of Law; co-founder @SquadRun; 
operations @91springboard; Summer Associate Program @BCG, @Amarchand, @Azb, etc.","Llb, Campus Law Center, Faculty Of Law, Delhi University; University of Delhi","",""
"255","squadrun","vikasgulati","Co-Founder","Co-founder/Engineering @SquadRun • Worked @Josh Technology Group • Studied @VIT University","Vellore Institute of Technology","Django; PostgreSQL; Android; Java; Angular.JS; Nginx; MongoDB; Bootstrap; jQuery","Mobile; Web Development; Android; Clean Technology"
"257","unocoin","harishbv","Director","Founder Unocoin - a way for Indians to buy & sell bitcoins","","",""
"258","unocoin","abhinandkn","Director","Founder of Unocoin, previously worked at i4 communication Pvt Ltd, as AV director .","","",""
"259","unocoin","sathvikvishwanath","Founder","Founded @Unocoin - a way for Indians to buy & sell bitcoins. Previously founded @VentureNext to serve a 3D scripting market. MBIT from University of Melbourne","University of Melbourne; Bachelor Of Engineering, Electronics And Communication; Siddaganga Institute Of Technology, Tumkur","","PHP; Strategic Decision Making"
"260","resolutiontube","arnavanand","CEO & Founder","Founder/CEO at Jova • Worked at Boston Scientific • EIR at University of California, Berkeley • Studied at University of Wisconsin, Madison","University Of California, Berkeley; Stanford University; University of Wisconsin, Madison; Delhi College of Engineering","San Francisco; Seattle",""
"262","zaprlabs","deepakbaid","","Entrepreneur. Worked with various global consulting firms. IIM Ahmedabad 2010. IIT Madras 2006.","Indian Institute of Technology - Madras; Indian Institute of Management - Ahmedabad","Gurgaon",""
"263","fabhotels","adarshmanpuria","Cofounder","Love to build startups. Experience in online marketing/ growth hacking, product and operations. Wharton MBA. Ex-consultant/ investment analyst","Wharton School; University of Delhi","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"264","little-eye-labs","lakshmankakkirala","","Cofounder @Little Eye Labs • Worked at @Yahoo, @IBM, @Adobe, @Rational Software • Studied at IISc, NITW","Indian Institute of Science","",""
"265","little-eye-labs","kumarrangarajan","Chief Ion","Founder & Chief Ion @Little Eye Labs • Worked at @Hewlett-Packard, @Rational Software, @IBM, @Bluecoat","Bharath Institute Of Science And Technology","Bengaluru",""
"266","little-eye-labs","satyamkandula","Chief Tech Ion","Founder @Little Eye Labs • Eclipse JDT Committer • Worked at @IBM Software Labs, @Rational Software • Studied at @Indian Institute of Technology - Kharagpur","Indian Institute of Technology - Kharagpur","",""
"267","little-eye-labs","giridharmurthy","","Founder @Little Eye Labs • Worked at @Apple, @Rational Software","Ohio State University","Bengaluru",""
"268","hypertrack","kashyapdeorah","Founder","@HyperTrack (current), @JustChalo (acquired by @OpenTable), @Chaupaati Bazaar (acquired by @Future Group), author of The Golden Tap, Angel since 2010","Indian Institute Of Technology - Bombay","Mumbai; India; San Francisco",""
"269","healthcaremagic-1","shekharsahu","","Co-founder at HealthcareMagic","Indian Institute of Management - Bangalore","Bengaluru",""
"270","flinto","arunprasaddurairaj","CEO","Cofounder & CEO, Flintobox. Dartmouth/Tuck Alum, Managed cross-border M&A at Samsung Corp. Early Childhood Enthusiast","Dartmouth College","",""
"271","innerchef","rajeshsawhney","Founder","Founder of GSF Accelerator, GSF Superangels and GSF Forum. Co-host of Founders Forum India. Angel investor in 12 companies including @Viki, @MobStac, @Biosense, @Chhotu, @Autowale, @brandidea, @Pokkt, @serialinnovations","","","All Markets; Mobile"
"272","hummingbill","adamwalker","","Adam is 3x entrepreneur, a Carnegie Mellon and RIT alum, a Kauffman Global Scholar and an alumnus of the Startup Chile business incubator.","Carnegie Mellon University; Rochester Institute of Technology","","Sales"
"273","allaccessbackstage","kevinsurace","Board Member","CEO @Appvance • INC Entrepreneur of the Year. Led @Serious Energy to $50M+ revenue, 420 team members & 70,000 projects. Multiple exits. Awarded 23 patents.","Rochester Institute of Technology","","Silicon Valley; Sunnyvale"
"274","allaccessbackstage","calboyington","Head of Content | EVP Business Development & Marketing","Successfully transitioned between digi & traditional media; between being a top seller, buyer & producer, between the creative & business sides of the industry.","University of Northern Colorado","","Sales and Marketing; Product Development; Negotiation; Content Strategy; Content Marketing; Content Creation; Digital Media; Digital Marketing; Audience Targeting; Audience Development; Social Media Strategy; Social Media Marketing; Telecommunications; Social Media; Mobile; Television Production; WEB; Team Leadership; Leadership; Networking; Lead Generation; Creative Problem Solving; Events; Video Editing; Content Syndication; Music Startups; Talent Management; Post Production; Comedy; Performing Artist; Artist Management; Public Relations; Entertainment Publicity; Advertising; Business Development; Business Strategy; Distribution; E-Commerce; Entertainment; Google Analytics; HTTPS; HTML; Integrity; Management; Marketing Management; Packaging; Planning; Programming; Sales; Salesforce; Samba; Strategic Partnerships; Talent Acquisition; Video; Web Technologies"
